_id,ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ประกอบกิจการ,,,,,,อำเภอ,จังหวัด,ไปรษณีย์,เขต,จำนวนโรงงาน
1734,1734,3-36(4)-1/46,1.01011E+13,บริษัท โมเดอร์นเฟรม จำกัด,ทำกรอบรูปจากไม้,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
1735,1735,3-95(1)-85/57,1.01E+13,บริษัท โตโยต้าบัสส์ จำกัด,ศูนย์บริการซ่อมรถยนต์และศูนย์บริการซ่อมสีรถยนต์,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
1736,1736,3-53(4)-23/48,1.01002E+13,ห้างหุ้นส่วนจำกัด เอี่ยมอรุณกิจ พลาส-แพค,รับจ้างทำถุงพลาสติก,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
1737,1737,ข3-64(13)-3/55,9.11001E+13,บริษัท ศิริเอกลักษณ์ กรุ๊ป จำกัด,กลึง กัด ไส เจียร เชื่อม ปั๊มโลหะ และผลิตชิ้นส่วนยานยนต์ และเครื่องจักรกลการเกษตร,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
1738,1738,3-46(1)-2/12,1.01002E+13,บริษัท ซีโนฟาร์ม (ไทย) จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
1739,1739,3-24-36/32,1.01E+13,บริษัท ฮงเส็งการทอ จำกัด,ถักผ้ายืด และตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนเครื่องถักผ้า 30 เครื่อง จักรเย็บผ้า 200 เครื่อง),,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
1740,1740,3-68-7/13,1.01001E+13,บริษัท วีเหลี่ยม จำกัด,ทำและซ่อมเครื่องย่อยหินเครื่องส่งทรายตะแกรงคัดหิน,,,,,,บางแค,กรุงเทพมหานคร,10160,,
1741,1741,3-53(8)-1/21,1.01007E+13,บริษัท บางกอกโพลีแซค จำกัด,ทำผ้าพลาสติกติดผนัง ผ้าใบพลาสติก และกระสอบพลาสติก กำลังการผลิตผ้าใบพลาสติก 3 ล้านตารางหลาต่อปี กระสอบพลาสติก 1.2 ล้านใบต่อปี,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
1742,1742,3-53(4)-53/54,1.01E+13,บริษัท เนเจอร์ แมนูแฟคเจอริ่ง จำกัด,"ผลิตภัณฑ์จากพลาสติก เช่น ขวดนม,ถ้วยหัดดื่ม,ขวดบรรจุภัณฑ์ เป็นต้น",,,,,,บางบอน,กรุงเทพมหานคร,10150,,
1743,1743,3-64(10)-7/52,1.01001E+13,เนียตังเพียวเส็ง,ชุบโลหะต่างๆด้วยนิเกิลและโครเมียม,,,,,,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,,
1744,1744,3-64(2)-10/26,1.01002E+13,กิจสยาม,ทำผลิตภัณฑ์โลหะด้วยวิธีปั๊ม หรือ กระแทก เช่น ใบผานไถนา สลัก ฯลฯ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
1745,1745,3-34(2)-57/56,1.01E+13,บริษัท ไร้ท์แมน จำกัด,วงกบ ประตู หน้าต่าง ส่วนประกอบของอาคารที่ทำด้วยไม้,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
1746,1746,3-37-105/57,1.01E+13,บริษัท พร้อมไพบูลย์ จำกัด,ทำเครื่องเรือนหรือเครื่องตกแต่งอาคารจากไม้ เช่น โต๊ะหมู่บูชา หิ้งพระ,,,,,,ลาดพร้าว,กรุงเทพมหานคร,10230,,
1747,1747,3-74(3)-4/30,1.01006E+13,บริษัท สว่างศิลป์ อุตสาหกรรม จำกัด,ผลิต ประกอบ บรรจุ อุปกรณ์ชิ้นส่วนโคมไฟฟ้า และโคมไฟฟ้าทุกชนิด,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
1748,1748,3-53(1)-23/38,1.01001E+13,บริษัท เอส.วาย.เค.ออโต้พาร์ต อิมปอร์ต- เอ็กซ์ปอร์ต จำกัด,ทำผลิตภัณฑ์จากพลาสติกเช่นหมวกกันน๊อคเครื่องวัดความเร็ว และผลิตใช่รถจักรยานยนต์ รวมทั้งอะไหล่อุปกรณ์รถจักรยานยนต์ต่าง ๆ เช่น วงล้อ แผ่นผ้าเบรค แผ่นคลัชท์ ฯลฯ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
1749,1749,3-95(1)-8/39,1.01003E+13,บริษัท ตระการยนต์ จำกด,ซ่อมรถยนต์และตรวจสภาพรถยนต์,,,,,,บางเขน,กรุงเทพมหานคร,10220,,
1750,1750,3-71-8/37,1.01004E+13,นายเดชา เมธประภา,ทำตู้ควบคุมไฟฟ้า ได้ปีละ 240 ชุด,,,,,,บางนา,กรุงเทพมหานคร,10260,,
1751,1751,3-63(2)-28/56,1.01E+13,บริษัท เซาท์อีสท์เอเชียก่อสร้าง จำกัด,เชื่อมโลหะและทำส่วนประกอบใช้ในการก่อสร้าง,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
1752,1752,3-77(2)-3/38,1.01006E+13,บริษัท เอ็ม.พี.เอส.มาร์เก็ตติ้ง จำกัด,"ทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์เช่นไส้กรองน้ำมันเครอง,ไส้กรองอากาศ,ไส้กรองน้ำมันดีเซลกำลังการผลิต200,000ลูก/ปี",,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
1753,1753,3-53(7)-2/32,1.01007E+13,บริษัท ไทยรวมนิว จำกัด,ทำส้นรองเท้าพลาสติก,,,,,,จตุจักร,กรุงเทพมหานคร,,,
1754,1754,ข3-28(1)-4/50,9.11E+13,บริษัท เทอร์โบ การ์เมนท์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
1755,1755,3-64(2)-14/13,1.01001E+13,ไทยดี,ทำหูและขอบกระป๋องน้ำ,,,,,,ปทุมวัน,กรุงเทพมหานคร,10330,,
1756,1756,3-20(2)-1/24,1.01002E+13,บริษัท โอสถสภา จำกัด (มหาชน),ผลิตสินค้าประเภทอาหารและเครื่องดื่มบำรุงร่างกาย,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
1757,1757,3-78(2)-9/21,1.01006E+13,บริษัท ศิรินครโลหะกิจ จำกัด,ทำอุปกรณ์รถจักรยานยนต์ เช่น แกนดุมล้อ,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
1758,1758,3-73-1/32,1.01016E+13,บริษัท เจ.เอส.พี (ไทยแลนด์) จำกัด,ทำพัดลมและอุปกรณ์พัดลม,,,,,,ทุ่งครุ,กรุงเทพมหานคร,10140,,
1759,1759,3-28(1)-113/35,1.01E+13,นางอรฤดี ชลวีระวงศ์,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 80 เครื่อง),,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
1760,1760,3-67(8)-1/30,1.01015E+13,บริษัท ลีเจริญอุตสาหกรรม จำกัด,ทำแผ่นตัดไฟเบอร์ แผ่นเจียร์สำหรับเครื่องเจียรไนและแผ่นเจียรไฟเบอร์,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
1761,1761,3-53(1)-98/47,1.01E+13,บริษัท ไทยพาราโพลี จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น ฝาคอรบล้อ กระจังหน้ารถ แผ่นกันโคลน,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
1762,1762,3-66-15/47,1.01002E+13,บริษัท สามัคคีเอนยิเนียริ่ง จำกัด,ทำโครงรถไถนา ท่อสูบน้ำ และกระบอกเรือหางยาว,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
1763,1763,3-64(2)-3/44,1.01007E+13,นายสังวร ศรีรุ่งเรือง,ทำเหรียญตราต่าง ๆ,,,,,,บางกอกน้อย,กรุงเทพมหานคร,10700,,
